>
87.9044600000	48.0548000000
87.9573300000	48.0156800000
88.0250500000	47.9697300000
88.1027100000	47.9189000000
88.1887100000	47.8557100000
88.2325500000	47.8215000000
88.2857000000	47.7922900000
88.3261600000	47.7675100000
88.3698300000	47.7413900000
88.4359500000	47.6941400000
88.4901100000	47.6532400000
88.5226800000	47.6227400000
88.5752400000	47.5942500000
88.6360800000	47.5615300000
88.7019800000	47.5177700000
88.7739100000	47.4721300000
88.8298700000	47.4368300000
88.8869600000	47.4061900000
88.9605500000	47.3670600000
89.0209900000	47.3341500000
89.0660200000	47.3143900000
89.1162100000	47.2872000000
89.1590700000	47.2571500000
89.2247200000	47.2285300000
89.3091400000	47.1926200000
89.3738100000	47.1665200000
89.4133800000	47.1458900000
89.4666700000	47.1208500000
89.5329000000	47.1021500000
89.5967500000	47.0821900000
89.6681300000	47.0641600000
>
87.4905700000	48.0164100000
87.5454300000	47.9686600000
87.5910000000	47.9348700000
87.6330500000	47.9068700000
87.6731300000	47.8803700000
87.7347900000	47.8517100000
87.7810700000	47.8270400000
87.8443400000	47.8013100000
87.9013800000	47.7773200000
87.9783400000	47.7635700000
88.0340900000	47.7429700000
88.0814200000	47.7265300000
88.1434600000	47.6995900000
88.2403700000	47.6597300000
88.3282600000	47.6175600000
88.3942100000	47.5865900000
88.4678700000	47.5449600000
88.5391200000	47.5020400000
88.6061600000	47.4711500000
88.6821800000	47.4379300000
88.7847700000	47.3705200000
88.8543200000	47.3353700000
88.9421400000	47.3028500000
89.0466500000	47.2527600000
89.1309400000	47.1969900000
89.1926100000	47.1678200000
89.2759400000	47.1308600000
89.3399000000	47.1110100000
89.3898300000	47.0837100000
89.4423200000	47.0567700000
89.4927300000	47.0403700000
89.5559600000	47.0094800000
89.6385300000	46.9776600000
89.6876800000	46.9519800000
89.7037700000	46.9442700000
>
87.3084900000	47.9883500000
87.3588400000	47.9571700000
87.4148300000	47.9141600000
87.4740700000	47.8734400000
87.5386600000	47.8407700000
87.5953800000	47.8105000000
87.6676600000	47.7753300000
87.7406500000	47.7456900000
87.8158300000	47.7018500000
87.8727000000	47.6742300000
>
87.0139200000	48.1065500000
87.0342000000	48.0743700000
87.0832200000	48.0285500000
87.1344300000	47.9803400000
87.1765300000	47.9415700000
87.2156200000	47.9032300000
87.2636900000	47.8554000000
87.3222200000	47.8091700000
87.3769300000	47.7732200000
87.4437900000	47.7418400000
87.5039400000	47.7057800000
87.5458100000	47.6895600000
87.5999300000	47.6661500000
87.6433800000	47.6492300000
87.6677600000	47.6430000000
>
87.8648100000	47.5515700000
87.9296000000	47.5206000000
88.0064200000	47.4905300000
88.0704800000	47.4612200000
88.1562300000	47.4287900000
88.2372000000	47.4019600000
88.3214300000	47.3773800000
88.3765800000	47.3611300000
88.4601400000	47.3300400000
88.5579500000	47.2810800000
88.6605300000	47.2418200000
88.7846300000	47.1993200000
88.9020400000	47.1557400000
88.9876900000	47.1165500000
89.0725300000	47.0835300000
89.1449100000	47.0631700000
89.2045400000	47.0481900000
89.2862500000	47.0282000000
89.3856400000	47.0125000000
89.4607300000	47.0041500000
89.5239600000	46.9986200000
89.5509200000	46.9997100000
>
86.4867800000	48.4130200000
86.5001500000	48.3816200000
86.5631300000	48.3082500000
86.6223000000	48.2297100000
86.6630300000	48.1699800000
